epoch,train_loss,val_loss,val_acc,val_ece,val_adaece,val_classece,val_brier
0,0.5521454904057564,0.42129780888557433,77.05235940530059,0.1825123280286789,0.18188938,0.5251515,0.3697793483734131
1,0.46533910424337477,0.4208148288726807,77.05235940530059,0.1556471288204193,0.15553507,0.5259388,0.3573317527770996
2,0.44391673584596825,0.44314767837524416,74.40206851971558,0.13470281660556793,0.13360304,0.54289037,0.3714323937892914
3,0.45006291014612265,0.38842326402664185,77.69877181641888,0.16640368103981018,0.16403346,0.5555649,0.34428688883781433
4,0.4346934058660761,0.38982564449310303,76.98771816418876,0.14382193982601166,0.14356816,0.5608333,0.3381846845149994
5,0.42509105186396784,0.3856690073013306,77.9573367808662,0.1782686710357666,0.1781501,0.5340652,0.35058578848838806
6,0.42685317008867174,0.3844639420509338,77.73109243697479,0.17317958176136017,0.1731796,0.53889453,0.34731927514076233
7,0.4233634629790936,0.3904090881347656,77.37556561085974,0.13717220723628998,0.1371722,0.55256194,0.3340878486633301
8,0.4209084712447376,0.3941716003417969,76.98771816418876,0.14501233398914337,0.1446317,0.56515884,0.33924680948257446
9,0.4240861946904878,0.37992119073867797,77.5371687136393,0.1550198197364807,0.15501978,0.5503819,0.33657360076904297
10,0.4234832083686776,0.405522518157959,76.98771816418876,0.14769122004508972,0.14732006,0.5288718,0.3449782431125641
11,0.4235358502750003,0.38154671430587767,77.82805429864254,0.17050592601299286,0.17050593,0.5441145,0.3442108631134033
12,0.4298775748375359,0.3850549948215485,77.05235940530059,0.14849908649921417,0.14849907,0.5585349,0.3390706777572632
13,0.42092377501069955,0.39222694754600523,77.27860374919199,0.13539843261241913,0.13539842,0.5427991,0.3344356417655945
14,0.42338697748993515,0.3788876461982727,77.56948933419523,0.15504509210586548,0.15405774,0.5521314,0.33817434310913086
15,0.42367838910960276,0.37799949049949644,76.98771816418876,0.14719821512699127,0.1471982,0.5539397,0.3380962908267975
16,0.42211878703001443,0.3790576231479645,77.21396250808016,0.14824779331684113,0.14811967,0.54825264,0.33639127016067505
17,0.42627142629492176,0.3897315943241119,77.76341305753071,0.17352792620658875,0.17221054,0.5494472,0.3464336395263672
18,0.4192696980653553,0.3776315104961395,78.05429864253394,0.15672749280929565,0.15648551,0.5604777,0.3361048996448517
19,0.4195128956109012,0.38739373087882994,77.5048480930834,0.1576455682516098,0.15741925,0.52465117,0.3430435359477997
20,0.42710228435216696,0.40361576795578,77.79573367808662,0.20933525264263153,0.20933525,0.52245325,0.3721354603767395
21,0.427667450399027,0.38221335530281064,77.5048480930834,0.16558676958084106,0.16558677,0.56134176,0.3427731990814209
22,0.4165934570680518,0.3751744759082794,78.409825468649,0.16648440062999725,0.1664844,0.5431308,0.3375459611415863
23,0.4177258633965746,0.4006346082687378,77.5371687136393,0.15748992562294006,0.15739253,0.5227965,0.3458145558834076
24,0.4286290271156425,0.3906696724891663,74.85455720749839,0.14055179059505463,0.14042424,0.5681998,0.3543055057525635
25,0.42067676242611823,0.3823363196849823,78.28054298642535,0.17630146443843842,0.17630148,0.5446302,0.34476515650749207
26,0.41689522332007733,0.3815015321969986,77.82805429864254,0.17512091994285583,0.17512092,0.5530506,0.3476918339729309
27,0.4195233581399699,0.3872098696231842,76.89075630252101,0.15392984449863434,0.15392987,0.53875256,0.34767767786979675
28,0.42091487026816116,0.38404356241226195,76.59987071751779,0.15813474357128143,0.15748827,0.54092515,0.34638741612434387
29,0.41950928795775144,0.38354151487350463,77.14932126696833,0.158890500664711,0.15852393,0.53758836,0.34543001651763916
30,0.42975752954499435,0.3799039554595947,77.37556561085974,0.17124159634113312,0.17111336,0.5520809,0.34724321961402893
31,0.41878100491445,0.38767613768577575,77.63413057530705,0.17302043735980988,0.17302044,0.5212004,0.3508589565753937
32,0.42120036110281944,0.37950867772102354,76.79379444085328,0.1614788919687271,0.16147888,0.54758,0.34773609042167664
33,0.4204478217374294,0.39884913444519043,77.44020685197157,0.1804082691669464,0.18035075,0.5355042,0.35685768723487854
34,0.4195332958474072,0.38214014410972597,77.0846800258565,0.14544229209423065,0.1454423,0.54823655,0.337485671043396
35,0.4188211181568443,0.39262319207191465,77.44020685197157,0.14972451329231262,0.1496182,0.55433637,0.3415743112564087
36,0.4222174693548351,0.39124616980552673,78.21590174531352,0.17640253901481628,0.17620052,0.55259585,0.3512022793292999
37,0.4184950111656014,0.39214707851409913,76.95539754363284,0.14298130571842194,0.1429813,0.5403895,0.3429490029811859
38,0.4172762744470474,0.39334933876991274,77.98965740142211,0.18998995423316956,0.1896742,0.51378053,0.3576817214488983
39,0.4241021501088361,0.3884185254573822,78.05429864253394,0.16304872930049896,0.16246611,0.5331665,0.3386937081813812
40,0.41619887756645135,0.4084713912010193,77.21396250808016,0.1593254953622818,0.15932548,0.5253254,0.34667542576789856
41,0.4231812061246382,0.3918520998954773,77.60180995475113,0.158293217420578,0.15817262,0.55812585,0.3443189561367035
42,0.42498691612427386,0.38200982451438903,77.05235940530059,0.15891653299331665,0.15891652,0.5454756,0.3443005383014679
