epoch,train_loss,val_loss,val_acc,val_ece,val_adaece,val_classece,val_brier
0,4.484016090631485,2.1188497960567476,18.7,0.01912214234471321,0.021449428,0.13170792,0.8642611503601074
1,2.0726516646417705,2.0966026186943054,19.74,0.020938226953148842,0.03233956,0.14760336,0.8595299124717712
2,1.9611779617314988,1.9657706320285797,24.060000000000002,0.010550427250564098,0.018602267,0.16205275,0.8330439329147339
3,1.8700182566588575,1.8191825717687606,31.759999999999998,0.018533699214458466,0.022459123,0.2221696,0.7872217893600464
4,1.7400767454369501,1.7457094550132752,35.54,0.04824233427643776,0.048465714,0.26124042,0.7668280005455017
5,1.6286982453682206,1.6326148092746735,39.660000000000004,0.050097063183784485,0.04995417,0.28973317,0.7296046614646912
6,1.554890725761652,1.5592862457036971,41.38,0.02653837390244007,0.0295786,0.2961785,0.7045323848724365
7,1.4847995113920083,1.4800180673599244,45.4,0.026861073449254036,0.026390355,0.33151558,0.673079788684845
8,1.4235396913506768,1.4534989953041078,47.56,0.018681472167372704,0.02270008,0.34670067,0.6543424725532532
9,1.3648710857060822,1.4584167808294297,47.88,0.06597547233104706,0.067407124,0.3722543,0.6568665504455566
10,1.2957808463410898,1.4169743955135345,49.0,0.0792013555765152,0.079201385,0.39050227,0.6517884135246277
11,1.2611620155247776,1.3695208102464675,52.800000000000004,0.0801415666937828,0.08157758,0.43436894,0.6227677464485168
12,1.2277905747971751,1.2272316589951515,55.94,0.042212240397930145,0.041053884,0.4541018,0.5735362768173218
13,1.164884535257112,1.2785456866025924,54.900000000000006,0.053341079503297806,0.050799843,0.4372481,0.5822917222976685
14,1.1151363990184935,1.311838188767433,56.34,0.05124403163790703,0.05321727,0.45422924,0.5797522664070129
15,1.0680370638993653,1.2125802978873252,57.78,0.06059017404913902,0.060659725,0.46390796,0.5688959956169128
16,1.032959918576208,1.3202061474323272,55.14,0.10089541971683502,0.100138925,0.4881659,0.6027093529701233
17,0.9986100699752569,1.0184369415044785,64.32,0.016908591613173485,0.021335064,0.5209684,0.4755823314189911
18,0.9668818680061535,1.0041690051555634,65.03999999999999,0.03225243464112282,0.030194664,0.5609208,0.46768033504486084
