epoch,train_loss,val_loss,val_acc,val_ece,val_adaece,val_classece,val_brier
0,0.06662964857602065,0.05023882925510406,76.76147382029735,0.09789630025625229,0.0978963,0.5461134,0.32487404346466064
1,0.0543629718055829,0.046842072308063504,78.28054298642535,0.08779139816761017,0.087687075,0.57263464,0.30456972122192383
2,0.05169095423653585,0.04674168273806572,78.44214608920491,0.09497813880443573,0.098472886,0.62294185,0.3054565489292145
3,0.05042161834383503,0.04587654918432236,78.57142857142857,0.09494329243898392,0.09494329,0.5995406,0.30046823620796204
4,0.049689623886087074,0.04440290287137032,79.28248222365869,0.10877389460802078,0.10789967,0.5925168,0.29507333040237427
5,0.049000943562340575,0.044837672263383865,79.41176470588235,0.09654563665390015,0.094644055,0.5680323,0.2943791449069977
6,0.048656232484163495,0.04441804185509682,79.63800904977376,0.09906242787837982,0.09906238,0.57557136,0.2915988266468048
7,0.048610679642938144,0.04449566900730133,79.41176470588235,0.09440348297357559,0.0940636,0.5923034,0.292904794216156
8,0.048525037303771994,0.04434142142534256,79.0562378797673,0.11237359791994095,0.11075277,0.5710195,0.29473862051963806
9,0.04810193977361425,0.045824134051799775,78.1835811247576,0.10561241209506989,0.1046339,0.60040414,0.30247700214385986
10,0.0483838645057804,0.04496751144528389,79.76729153199742,0.09892531484365463,0.098207995,0.57630837,0.2934987246990204
11,0.048465641646927925,0.04488204345107079,78.76535229476406,0.11359720677137375,0.113597214,0.5922619,0.2985326647758484
12,0.04822173910300939,0.04493317931890488,79.0562378797673,0.09946076571941376,0.09929145,0.5903131,0.2956022322177887
13,0.048392041030963624,0.04507879450917244,78.60374919198449,0.09026487916707993,0.08972963,0.59073997,0.29545867443084717
14,0.04874436495774383,0.044572295248508455,78.44214608920491,0.09906963258981705,0.099069595,0.573929,0.2956015467643738
15,0.048550434713892705,0.04506171211600304,79.37944408532644,0.08339499682188034,0.083394974,0.61383384,0.29392009973526
16,0.04835241305462401,0.04441389143466949,79.0885585003232,0.09825723618268967,0.09825725,0.501034,0.29282858967781067
17,0.04833399974356551,0.04388093963265419,79.63800904977376,0.10796105116605759,0.107857496,0.582409,0.29061898589134216
18,0.048681031233297846,0.04497045807540417,79.0562378797673,0.094611257314682,0.094611265,0.58434623,0.29482409358024597
19,0.04879825645972283,0.045333331376314165,78.60374919198449,0.08235769718885422,0.082357675,0.5743133,0.2973695397377014
20,0.048605785713693415,0.0451987049728632,79.37944408532644,0.07805527746677399,0.07808256,0.5747498,0.29840272665023804
21,0.04824674073094075,0.04447137996554375,79.63800904977376,0.1156935915350914,0.11569359,0.57366955,0.29491090774536133
22,0.04823779251101777,0.04522981658577919,79.5087265675501,0.11751716583967209,0.11751716,0.60189295,0.2978058457374573
23,0.04805444535551542,0.04471935451030731,79.18552036199095,0.11024818569421768,0.11024817,0.58864945,0.29538488388061523
24,0.04820416296123091,0.04428599193692207,80.34906270200388,0.10997027903795242,0.10973823,0.6089798,0.29204490780830383
25,0.047873457731388576,0.04381907477974892,79.9612152553329,0.1129002571105957,0.11290022,0.5831306,0.2908455729484558
26,0.04810445353286255,0.04529818832874298,78.66839043309632,0.11219003051519394,0.11219005,0.5844734,0.30004945397377014
27,0.04802151272979078,0.045909151583909985,78.92695539754364,0.09538772702217102,0.095387734,0.5784747,0.30017444491386414
28,0.04811646797002182,0.04480198010802269,79.18552036199095,0.08470690250396729,0.08435977,0.6023537,0.29138654470443726
29,0.04795936318199842,0.04544422939419746,78.24822236586942,0.10233569145202637,0.10233567,0.5743059,0.2992256283760071
30,0.04826153161157982,0.04382046416401863,79.0885585003232,0.1074514091014862,0.107080944,0.58178085,0.2919026017189026
31,0.048005113403799884,0.047094139009714125,77.76341305753071,0.0735744759440422,0.06602884,0.52428585,0.3042577803134918
32,0.048439470359013165,0.04440818771719932,79.37944408532644,0.08572416752576828,0.085601464,0.60706747,0.29067501425743103
33,0.04849612527450017,0.04388224892318249,79.18552036199095,0.09879086166620255,0.09830965,0.5391174,0.2910956144332886
34,0.04812655792733945,0.04449038602411747,80.12281835811248,0.10515002906322479,0.105150044,0.5899707,0.2912124693393707
35,0.04802678511777055,0.044675343558192256,80.21978021978022,0.10678932815790176,0.10678936,0.5805917,0.29098597168922424
